w1	w2	w3	w4	count	p_cond
आहे	त्यामुळे	शिरूर	तालुक्	2	1.00000000
त्यामुळे	शिरूर	तालुक्	यात	2	1.00000000
'	एकटा	कॅप्टन	काहीच	1	1.00000000
'	म्हणजे	एखाद्या	भौगोलिक	1	1.00000000
'	लोकसंख्या	'	म्हणजे	1	1.00000000
,	500	ग्रॅम	चांदीचे	1	1.00000000
,	असं	म्हणत	महसूल	1	1.00000000
,	असे	कृषी	उत्पन्न	1	1.00000000
,	असे	मुख्यमंत्री	म्हणाले	1	1.00000000
,	इंद्रियांचे	रोपण	,	1	1.00000000
,	कर्करोग	संशोधन	व	1	1.00000000
,	जन्मजात	रोगांचे	निदान	1	1.00000000
,	पोषण	,	लसनिर्मिती	1	1.00000000
,	प्रयोगशाळेत	त्वचा	तयार	1	1.00000000
,	या	विरोधकांच्या	टीकेला	1	1.00000000
,	लसनिर्मिती	,	जन्मजात	1	1.00000000
,	शिक्षकांना	शा	ळेत	1	1.00000000
,	शिक्षकेतर	कर्मचारी	पॉझिटिव्ह	1	1.00000000
,	शिक्षकेतर	कर्मचाऱ्यांना	कोरोना	1	1.00000000
,	सामान्य	किंवा	कर्करोगाच्या	1	1.00000000
-	घेणं	नाही	त्याच्याशी	1	1.00000000
-	या	आई	आणि	1	1.00000000
-	यांनी	अटक	केली	1	1.00000000
1	लाख	75	हजार	1	1.00000000
113	ग्रॅम	सोन्याचे	दागिने	1	1.00000000
5	लाख	88	हजार	1	1.00000000
500	ग्रॅम	चांदीचे	दागिने	1	1.00000000
75	हजार	रुपये	असा	1	1.00000000
88	हजार	रुपयांचा	ऐवज	1	1.00000000
अटक	केली	यावेळी	पोलिसांनी	1	1.00000000
अधिक	शिक्षक	,	शिक्षकेतर	1	1.00000000
अध्यक्ष	चंद्रकांत	पाटलांना	अप्रत्यक्षपणे	1	1.00000000
अनिवार्य	केले	आहे	त्यामुळे	1	1.00000000
अनेक	उपयोग	आहेत	या	1	1.00000000
अप्रत्यक्षपणे	टोला	लगावला	आमचं	1	1.00000000
अभिमान	आहे	,	असे	1	1.00000000
असं	म्हणत	महसूल	मंत्री	1	1.00000000
असंच	लिहित	राहा	मुख्यमंत्री	1	1.00000000
असणं	आवश्यक	असतं	आणि	1	1.00000000
असतं	आणि	माझी	टीम	1	1.00000000
असतो	कसेतरी	तो	तिला	1	1.00000000
असल्याचे	सध्याचे	तरी	चित्र	1	1.00000000
असा	5	लाख	88	1	1.00000000
असे	कृषी	उत्पन्न	बाजार	1	1.00000000
असे	मुख्यमंत्री	म्हणाले	'	1	1.00000000
आई	आणि	मुलीला	गुन्हेशाखा	1	1.00000000
आढळले	आतापर्यंत	शंभरपेक्षा	अधिक	1	1.00000000
आढळले	आहेत	राणे	यांनी	1	1.00000000
आढळलेल्या	एकूण	बाधितांची	संख्या	1	1.00000000
आणि	कुशल	आहे	मला	1	1.00000000
आणि	माझी	टीम	मजबूत	1	1.00000000
आणि	मुलीला	गुन्हेशाखा	तीनच्या	1	1.00000000
आणि	रोख	1	लाख	1	1.00000000
आता	बरेच	हलकं	हलकं	1	1.00000000
आतापर्यंत	आढळलेल्या	एकूण	बाधितांची	1	1.00000000
आतापर्यंत	शंभरपेक्षा	अधिक	शिक्षक	1	1.00000000
आधीच	ठरलं	आहे	इतर	1	1.00000000
आमचं	विधानसभेसाठीचं	गणित	लोकसभेच्या	1	1.00000000
आमचा	काहीही	संबंध	नाही	1	1.00000000
आम्हाला	काही	देणं	-	1	1.00000000
आरोपांवर	शिवसेनेने	कोणतीही	प्रतिक्रिया	1	1.00000000
आली	रविवारी	२९८	शिक्षकांची	1	1.00000000
आवश्यक	असतं	आणि	माझी	1	1.00000000
आवश्यकताच	नव्हती	जेव्हा	शब्द	1	1.00000000
आहे	,	असं	म्हणत	1	1.00000000
आहे	,	असे	मुख्यमंत्री	1	1.00000000
आहे	असंच	लिहित	राहा	1	1.00000000
आहे	इतर	लोकं	काय	1	1.00000000
आहे	त्यामुळे	शिक्षक	,	1	1.00000000
आहे	प्रत्येक	हॅास्पीटलला	२५	1	1.00000000
आहे	मला	नक्कीच	त्याचा	1	1.00000000
आहे	सोमवारी	५९८	शिक्षकांची	1	1.00000000
आहेत	भाजलेल्या	रुग्णाच्या	त्वचारोपणासाठी	1	1.00000000
आहेत	मात्र	,	शिक्षकांना	1	1.00000000
आहेत	या	तंत्राचा	उपयोग	1	1.00000000
आहेत	राणे	यांनी	शिवसेनेच्या	1	1.00000000
इ	बाबी	ऊती	संवर्धनामुळे	1	1.00000000
इंद्रियांचे	रोपण	,	कर्करोग	1	1.00000000
इतर	लोकं	काय	बोलतात	1	1.00000000
उत्तर	देताना	करोनावर	टीमवर्कमुळे	1	1.00000000
उत्पन्न	बाजार	समितीचे	सचिव	1	1.00000000
उपयोग	आहेत	या	तंत्राचा	1	1.00000000
उपयोग	विशेषकरून	जीवशास्त्र	व	1	1.00000000
ऊती	संवर्धन	तंत्र	प्रामुख्याने	1	1.00000000
ऊती	संवर्धन	तंत्राचे	अनेक	1	1.00000000
ऊती	संवर्धनाद्वारे	निर्माण	केलेली	1	1.00000000
ऊती	संवर्धनामुळे	शक्य	झाल्या	1	1.00000000
एकटा	कॅप्टन	काहीच	करू	1	1.00000000
एकूण	बाधितांची	संख्या	वर	1	1.00000000
एखाद्या	घटकाचा	परिणाम	पाहणे	1	1.00000000
एखाद्या	भौगोलिक	प्रदेशात	राहणाऱ्या	1	1.00000000
एमपीसी	न्यूज	सोनी	टिव्हीवरील	1	1.00000000
ऐवज	जप्त	केला	तसेच	1	1.00000000
औषधांचा	होणारा	परिणाम	पाहणे	1	1.00000000
करणा	-	या	आई	1	1.00000000
करणे	इ	बाबी	ऊती	1	1.00000000
करण्याचा	प्रयत्न	करत	असतो	1	1.00000000
करण्यात	आली	रविवारी	२९८	1	1.00000000
करत	असतो	कसेतरी	तो	1	1.00000000
करतात	,	या	विरोधकांच्या	1	1.00000000
करू	शकत	नाही	त्याची	1	1.00000000
करून	ते	बॅण्डस्टॅडला	जातात	1	1.00000000
करोना	पाय	घट्ट	रोवत	1	1.00000000
करोनावर	टीमवर्कमुळे	कसे	नियंत्रण	1	1.00000000
कर्करोग	संशोधन	व	गर्भपोषण	1	1.00000000
कर्करोगाच्या	पेशींवर	औषधांचा	होणारा	1	1.00000000
कर्मचा	-	यांनी	अटक	1	1.00000000
कर्मचारी	पॉझिटिव्ह	आढळले	आहेत	1	1.00000000
कर्मचाऱ्यांना	कोरोना	तपासणी	सक्तीची	1	1.00000000
कसे	नियंत्रण	मिळवले	यावर	1	1.00000000
कसेतरी	तो	तिला	समजावतो	1	1.00000000
काम	करतात	,	या	1	1.00000000
काय	बोलतात	याचं	आम्हाला	1	1.00000000
काही	देणं	-	घेणं	1	1.00000000
काही	न	बोलता	परिस्थिती	1	1.00000000
काही	बोलतं	नव्हतं	खरंतरं	1	1.00000000
काही	सांगितल्यामुळे	तिलाही	आता	1	1.00000000
काहीच	करू	शकत	नाही	1	1.00000000
काहीही	संबंध	नाही	असेही	1	1.00000000
किंवा	कर्करोगाच्या	पेशींवर	औषधांचा	1	1.00000000
कुणीच	काही	बोलतं	नव्हतं	1	1.00000000
कुशल	आहे	मला	नक्कीच	1	1.00000000
कृषी	उत्पन्न	बाजार	समितीचे	1	1.00000000
कॅप्टन	काहीच	करू	शकत	1	1.00000000
केला	तसेच	शनिवारी	भरणारा	1	1.00000000
केली	आहे	सोमवारी	५९८	1	1.00000000
केली	यावेळी	पोलिसांनी	त्यांच्या	1	1.00000000
केले	आहे	त्यामुळे	शिक्षक	1	1.00000000
केलेली	त्वचा	वापरली	जाते	1	1.00000000
केलेल्या	आरोपांवर	शिवसेनेने	कोणतीही	1	1.00000000
कोणतीही	प्रतिक्रिया	न	देण्याचा	1	1.00000000
कोरोना	तपासणी	सक्तीची	केली	1	1.00000000
कोरोनाची	बाधा	झाल्याचे	आढळले	1	1.00000000
क्राईम	पेट्रोल	मालिका	पाहून	1	1.00000000
क्षेत्रांत	ऊती	संवर्धन	तंत्र	1	1.00000000
खरंतरं	तिथे	शब्दांची	आवश्यकताच	1	1.00000000
खांद्यावर	डोके	ठेवून	नुसतीच	1	1.00000000
गणित	लोकसभेच्या	आधीच	ठरलं	1	1.00000000
गर्भपोषण	या	क्षेत्रांत	ऊती	1	1.00000000
गुन्हेशाखा	तीनच्या	पोलीस	कर्मचा	1	1.00000000
ग्रॅम	चांदीचे	दागिने	आणि	1	1.00000000
ग्रॅम	सोन्याचे	दागिने	,	1	1.00000000
घटकाचा	परिणाम	पाहणे	,	1	1.00000000
घट्ट	रोवत	असल्याचे	सध्याचे	1	1.00000000
घरफोडी	करणा	-	या	1	1.00000000
घरी	बसून	काम	करतात	1	1.00000000
घेणं	नाही	त्याच्याशी	आमचा	1	1.00000000
घेतला	आहे	त्यामुळे	शिरूर	1	1.00000000
चंद्रकांत	पाटलांना	अप्रत्यक्षपणे	टोला	1	1.00000000
चयापचयावर	एखाद्या	घटकाचा	परिणाम	1	1.00000000
चांदीचे	दागिने	आणि	रोख	1	1.00000000
चित्र	आहे	प्रत्येक	हॅास्पीटलला	1	1.00000000
छान	प्रयत्न	आहे	असंच	1	1.00000000
जणांना	कोरोनाची	बाधा	झाल्याचे	1	1.00000000
जनावरांचा	बाजार	रविवारी	भरवला	1	1.00000000
जन्मजात	रोगांचे	निदान	,	1	1.00000000
जप्त	केला	तसेच	शनिवारी	1	1.00000000
जाईल	,	असे	कृषी	1	1.00000000
जाणे	अनिवार्य	केले	आहे	1	1.00000000
जातात	टॅक्सीत	कुणीच	काही	1	1.00000000
जाते	पेशींच्या	चयापचयावर	एखाद्या	1	1.00000000
जाते	शहरातील	माध्यमिक	विभागाच्या	1	1.00000000
जानेवारीपर्यंत	विद्यार्थ्यांसाठी	बंद	ठेवण्यात	1	1.00000000
जीवशास्त्र	व	वैद्यकशास्त्रात	होतो	1	1.00000000
जेव्हा	शब्द	मुके	होतात	1	1.00000000
झाला	आहे	,	असं	1	1.00000000
झाली	होती	त्यामध्ये	१८	1	1.00000000
झाल्या	आहेत	भाजलेल्या	रुग्णाच्या	1	1.00000000
झाल्याचे	आढळले	आतापर्यंत	शंभरपेक्षा	1	1.00000000
टक्के	ॲाक्सीजनचा	तुटवडा	तो	1	1.00000000
टाकला	'	एकटा	कॅप्टन	1	1.00000000
टिव्हीवरील	क्राईम	पेट्रोल	मालिका	1	1.00000000
टीकेला	उत्तर	देताना	करोनावर	1	1.00000000
टीम	मजबूत	आणि	कुशल	1	1.00000000
टीमवर्कमुळे	कसे	नियंत्रण	मिळवले	1	1.00000000
टीमही	तेवढीच	मजबूत	असणं	1	1.00000000
टॅक्सी	करून	ते	बॅण्डस्टॅडला	1	1.00000000
टॅक्सीत	कुणीच	काही	बोलतं	1	1.00000000
टोला	लगावला	आमचं	विधानसभेसाठीचं	1	1.00000000
ठरलं	आहे	इतर	लोकं	1	1.00000000
ठेवण्यात	येणार	आहेत	मात्र	1	1.00000000
ठेवून	नुसतीच	बसली	होती	1	1.00000000
डोके	ठेवून	नुसतीच	बसली	1	1.00000000
तंत्र	प्रामुख्याने	वापरले	जाते	1	1.00000000
तंत्राचा	उपयोग	विशेषकरून	जीवशास्त्र	1	1.00000000
तंत्राचे	अनेक	उपयोग	आहेत	1	1.00000000
तपासणी	करण्यात	आली	रविवारी	1	1.00000000
तपासणी	झाली	होती	त्यामध्ये	1	1.00000000
तपासणी	सक्तीची	केली	आहे	1	1.00000000
तयार	करणे	इ	बाबी	1	1.00000000
तरी	चित्र	आहे	प्रत्येक	1	1.00000000
तसेच	भाजपचे	प्रदेश	अध्यक्ष	1	1.00000000
तसेच	शनिवारी	भरणारा	जनावरांचा	1	1.00000000
ताब्यातून	113	ग्रॅम	सोन्याचे	1	1.00000000
तालुक्	यात	आतापर्यंत	आढळलेल्या	1	1.00000000
तालुक्	यात	करोना	पाय	1	1.00000000
तिथे	शब्दांची	आवश्यकताच	नव्हती	1	1.00000000
तिला	मनातलं	काही	न	1	1.00000000
तिला	समजावतो	मनातलं	सारं	1	1.00000000
तिलाही	आता	बरेच	हलकं	1	1.00000000
ती	त्याच्या	खांद्यावर	डोके	1	1.00000000
तीनच्या	पोलीस	कर्मचा	-	1	1.00000000
तुटवडा	तो	तिला	मनातलं	1	1.00000000
ते	बॅण्डस्टॅडला	जातात	टॅक्सीत	1	1.00000000
ते	३०	टक्के	ॲाक्सीजनचा	1	1.00000000
तेवढीच	मजबूत	असणं	आवश्यक	1	1.00000000
तेव्हा	भावना	ह्या	बोलतात	1	1.00000000
तो	तिला	मनातलं	काही	1	1.00000000
तो	तिला	समजावतो	मनातलं	1	1.00000000
त्यांच्या	ताब्यातून	113	ग्रॅम	1	1.00000000
त्याचा	सार्थ	अभिमान	आहे	1	1.00000000
त्याची	टीमही	तेवढीच	मजबूत	1	1.00000000
त्याच्या	खांद्यावर	डोके	ठेवून	1	1.00000000
त्याच्याशी	आमचा	काहीही	संबंध	1	1.00000000
त्यानुसार	घरफोडी	करणा	-	1	1.00000000
त्यामध्ये	१८	जणांना	कोरोनाची	1	1.00000000
त्यामुळे	शिक्षक	,	शिक्षकेतर	1	1.00000000
त्वचा	तयार	करणे	इ	1	1.00000000
त्वचा	वापरली	जाते	शहरातील	1	1.00000000
त्वचारोपणासाठी	ऊती	संवर्धनाद्वारे	निर्माण	1	1.00000000
दागिने	,	500	ग्रॅम	1	1.00000000
दागिने	आणि	रोख	1	1	1.00000000
देणं	-	घेणं	नाही	1	1.00000000
देण्याचा	पवित्रा	घेतला	आहे	1	1.00000000
देताना	करोनावर	टीमवर्कमुळे	कसे	1	1.00000000
धंद्रे	यांनी	सांगितले	युतीचा	1	1.00000000
धडपड	छान	प्रयत्न	आहे	1	1.00000000
न	देण्याचा	पवित्रा	घेतला	1	1.00000000
न	बोलता	परिस्थिती	नाॅर्मल	1	1.00000000
नक्कीच	त्याचा	सार्थ	अभिमान	1	1.00000000
नव्हतं	खरंतरं	तिथे	शब्दांची	1	1.00000000
नव्हती	जेव्हा	शब्द	मुके	1	1.00000000
नाही	असेही	ते	म्हणाले	1	1.00000000
नाही	त्याची	टीमही	तेवढीच	1	1.00000000
नाही	त्याच्याशी	आमचा	काहीही	1	1.00000000
नाॅर्मल	करण्याचा	प्रयत्न	करत	1	1.00000000
निदान	,	इंद्रियांचे	रोपण	1	1.00000000
नियंत्रण	मिळवले	यावर	मुख्यमंत्र्यांनी	1	1.00000000
निर्माण	केलेली	त्वचा	वापरली	1	1.00000000
नुसतीच	बसली	होती	पब्लिसिटीसाठी	1	1.00000000
न्यूज	सोनी	टिव्हीवरील	क्राईम	1	1.00000000
पब्लिसिटीसाठी	धडपड	छान	प्रयत्न	1	1.00000000
परिणाम	पाहणे	,	प्रयोगशाळेत	1	0.50000000
परिणाम	पाहणे	,	सामान्य	1	0.50000000
परिस्थिती	नाॅर्मल	करण्याचा	प्रयत्न	1	1.00000000
पवित्रा	घेतला	आहे	त्यामुळे	1	1.00000000
पाटलांना	अप्रत्यक्षपणे	टोला	लगावला	1	1.00000000
पाय	घट्ट	रोवत	असल्याचे	1	1.00000000
पाहणे	,	प्रयोगशाळेत	त्वचा	1	1.00000000
पाहणे	,	सामान्य	किंवा	1	1.00000000
पाहून	त्यानुसार	घरफोडी	करणा	1	1.00000000
पेट्रोल	मालिका	पाहून	त्यानुसार	1	1.00000000
पेशींच्या	चयापचयावर	एखाद्या	घटकाचा	1	1.00000000
पेशींवर	औषधांचा	होणारा	परिणाम	1	1.00000000
पॉझिटिव्ह	आढळले	आहेत	राणे	1	1.00000000
पोलिसांनी	त्यांच्या	ताब्यातून	113	1	1.00000000
पोलीस	कर्मचा	-	यांनी	1	1.00000000
पोषण	,	लसनिर्मिती	,	1	1.00000000
पोहोचली	आहे	त्यामुळे	शिरूर	1	1.00000000
प्रकाश	टाकला	'	एकटा	1	1.00000000
प्रतिक्रिया	न	देण्याचा	पवित्रा	1	1.00000000
प्रत्येक	हॅास्पीटलला	२५	ते	1	1.00000000
प्रदेश	अध्यक्ष	चंद्रकांत	पाटलांना	1	1.00000000
प्रदेशात	राहणाऱ्या	व्यक्तींची	संख्या	1	1.00000000
प्रयत्न	आहे	असंच	लिहित	1	1.00000000
प्रयत्न	करत	असतो	कसेतरी	1	1.00000000
प्रयोगशाळेत	त्वचा	तयार	करणे	1	1.00000000
प्रामुख्याने	वापरले	जाते	पेशींच्या	1	1.00000000
फिक्स	झाला	आहे	,	1	1.00000000
फॉर्मुला	फिक्स	झाला	आहे	1	1.00000000
बंद	ठेवण्यात	येणार	आहेत	1	1.00000000
बरेच	हलकं	हलकं	वाटत	1	1.00000000
बसली	होती	पब्लिसिटीसाठी	धडपड	1	1.00000000
बसून	काम	करतात	,	1	1.00000000
बाजार	रविवारी	भरवला	जाईल	1	1.00000000
बाजार	समितीचे	सचिव	बाळासाहेब	1	1.00000000
बाधा	झाल्याचे	आढळले	आतापर्यंत	1	1.00000000
बाधितांची	संख्या	वर	पोहोचली	1	1.00000000
बाबी	ऊती	संवर्धनामुळे	शक्य	1	1.00000000
बाळासाहेब	धंद्रे	यांनी	सांगितले	1	1.00000000
बॅण्डस्टॅडला	जातात	टॅक्सीत	कुणीच	1	1.00000000
बोलतं	नव्हतं	खरंतरं	तिथे	1	1.00000000
बोलता	परिस्थिती	नाॅर्मल	करण्याचा	1	1.00000000
बोलतात	ती	त्याच्या	खांद्यावर	1	1.00000000
बोलतात	याचं	आम्हाला	काही	1	1.00000000
भरणारा	जनावरांचा	बाजार	रविवारी	1	1.00000000
भरवला	जाईल	,	असे	1	1.00000000
भाजपचे	प्रदेश	अध्यक्ष	चंद्रकांत	1	1.00000000
भाजलेल्या	रुग्णाच्या	त्वचारोपणासाठी	ऊती	1	1.00000000
भावना	ह्या	बोलतात	ती	1	1.00000000
भौगोलिक	प्रदेशात	राहणाऱ्या	व्यक्तींची	1	1.00000000
मंत्री	तसेच	भाजपचे	प्रदेश	1	1.00000000
मंत्र्यावर	केलेल्या	आरोपांवर	शिवसेनेने	1	1.00000000
मजबूत	असणं	आवश्यक	असतं	1	1.00000000
मजबूत	आणि	कुशल	आहे	1	1.00000000
मनातलं	काही	न	बोलता	1	1.00000000
मनातलं	सारं	काही	सांगितल्यामुळे	1	1.00000000
मला	नक्कीच	त्याचा	सार्थ	1	1.00000000
महसूल	मंत्री	तसेच	भाजपचे	1	1.00000000
माझी	टीम	मजबूत	आणि	1	1.00000000
मात्र	,	शिक्षकांना	शा	1	1.00000000
माध्यमिक	विभागाच्या	शाळा	३	1	1.00000000
मालिका	पाहून	त्यानुसार	घरफोडी	1	1.00000000
मिळवले	यावर	मुख्यमंत्र्यांनी	प्रकाश	1	1.00000000
मुके	होतात	तेव्हा	भावना	1	1.00000000
मुख्यमंत्री	घरी	बसून	काम	1	1.00000000
मुख्यमंत्री	म्हणाले	'	लोकसंख्या	1	1.00000000
मुख्यमंत्र्यांनी	प्रकाश	टाकला	'	1	1.00000000
मुलीला	गुन्हेशाखा	तीनच्या	पोलीस	1	1.00000000
म्हणजे	एखाद्या	भौगोलिक	प्रदेशात	1	1.00000000
म्हणत	महसूल	मंत्री	तसेच	1	1.00000000
म्हणाले	'	लोकसंख्या	'	1	1.00000000
या	आई	आणि	मुलीला	1	1.00000000
या	क्षेत्रांत	ऊती	संवर्धन	1	1.00000000
या	तंत्राचा	उपयोग	विशेषकरून	1	1.00000000
या	विरोधकांच्या	टीकेला	उत्तर	1	1.00000000
यांनी	अटक	केली	यावेळी	1	1.00000000
यांनी	शिवसेनेच्या	मंत्र्यावर	केलेल्या	1	1.00000000
यांनी	सांगितले	युतीचा	फॉर्मुला	1	1.00000000
याचं	आम्हाला	काही	देणं	1	1.00000000
यात	आतापर्यंत	आढळलेल्या	एकूण	1	1.00000000
यात	करोना	पाय	घट्ट	1	1.00000000
यावर	मुख्यमंत्र्यांनी	प्रकाश	टाकला	1	1.00000000
यावेळी	पोलिसांनी	त्यांच्या	ताब्यातून	1	1.00000000
युतीचा	फॉर्मुला	फिक्स	झाला	1	1.00000000
येणार	आहेत	मात्र	,	1	1.00000000
रविवारी	भरवला	जाईल	,	1	1.00000000
रविवारी	२९८	शिक्षकांची	तपासणी	1	1.00000000
राणे	यांनी	शिवसेनेच्या	मंत्र्यावर	1	1.00000000
राहणाऱ्या	व्यक्तींची	संख्या	होय	1	1.00000000
राहा	मुख्यमंत्री	घरी	बसून	1	1.00000000
रुग्णाच्या	त्वचारोपणासाठी	ऊती	संवर्धनाद्वारे	1	1.00000000
रुपयांचा	ऐवज	जप्त	केला	1	1.00000000
रुपये	असा	5	लाख	1	1.00000000
रोख	1	लाख	75	1	1.00000000
रोगांचे	निदान	,	इंद्रियांचे	1	1.00000000
रोपण	,	कर्करोग	संशोधन	1	1.00000000
रोवत	असल्याचे	सध्याचे	तरी	1	1.00000000
लगावला	आमचं	विधानसभेसाठीचं	गणित	1	1.00000000
लसनिर्मिती	,	जन्मजात	रोगांचे	1	1.00000000
लाख	75	हजार	रुपये	1	1.00000000
लाख	88	हजार	रुपयांचा	1	1.00000000
लिहित	राहा	मुख्यमंत्री	घरी	1	1.00000000
लोकं	काय	बोलतात	याचं	1	1.00000000
लोकसंख्या	'	म्हणजे	एखाद्या	1	1.00000000
लोकसभेच्या	आधीच	ठरलं	आहे	1	1.00000000
ळेत	जाणे	अनिवार्य	केले	1	1.00000000
व	गर्भपोषण	या	क्षेत्रांत	1	1.00000000
व	वैद्यकशास्त्रात	होतो	वयोवृद्धी	1	1.00000000
वयोवृद्धी	,	पोषण	,	1	1.00000000
वर	पोहोचली	आहे	त्यामुळे	1	1.00000000
वाटत	होतं	टॅक्सी	करून	1	1.00000000
वापरली	जाते	शहरातील	माध्यमिक	1	1.00000000
वापरले	जाते	पेशींच्या	चयापचयावर	1	1.00000000
विद्यार्थ्यांसाठी	बंद	ठेवण्यात	येणार	1	1.00000000
विधानसभेसाठीचं	गणित	लोकसभेच्या	आधीच	1	1.00000000
विभागाच्या	शाळा	३	जानेवारीपर्यंत	1	1.00000000
विरोधकांच्या	टीकेला	उत्तर	देताना	1	1.00000000
विशेषकरून	जीवशास्त्र	व	वैद्यकशास्त्रात	1	1.00000000
वैद्यकशास्त्रात	होतो	वयोवृद्धी	,	1	1.00000000
व्यक्तींची	संख्या	होय	एमपीसी	1	1.00000000
शंभरपेक्षा	अधिक	शिक्षक	,	1	1.00000000
शकत	नाही	त्याची	टीमही	1	1.00000000
शक्य	झाल्या	आहेत	भाजलेल्या	1	1.00000000
शनिवारी	भरणारा	जनावरांचा	बाजार	1	1.00000000
शब्द	मुके	होतात	तेव्हा	1	1.00000000
शब्दांची	आवश्यकताच	नव्हती	जेव्हा	1	1.00000000
शहरातील	माध्यमिक	विभागाच्या	शाळा	1	1.00000000
शा	ळेत	जाणे	अनिवार्य	1	1.00000000
शाळा	३	जानेवारीपर्यंत	विद्यार्थ्यांसाठी	1	1.00000000
शिक्षक	,	शिक्षकेतर	कर्मचारी	1	0.50000000
शिक्षक	,	शिक्षकेतर	कर्मचाऱ्यांना	1	0.50000000
शिक्षकांची	तपासणी	करण्यात	आली	1	1.00000000
शिक्षकांची	तपासणी	झाली	होती	1	1.00000000
शिक्षकांना	शा	ळेत	जाणे	1	1.00000000
शिक्षकेतर	कर्मचारी	पॉझिटिव्ह	आढळले	1	1.00000000
शिक्षकेतर	कर्मचाऱ्यांना	कोरोना	तपासणी	1	1.00000000
शिरूर	तालुक्	यात	आतापर्यंत	1	0.50000000
शिरूर	तालुक्	यात	करोना	1	0.50000000
शिवसेनेच्या	मंत्र्यावर	केलेल्या	आरोपांवर	1	1.00000000
शिवसेनेने	कोणतीही	प्रतिक्रिया	न	1	1.00000000
संख्या	वर	पोहोचली	आहे	1	1.00000000
संख्या	होय	एमपीसी	न्यूज	1	1.00000000
संबंध	नाही	असेही	ते	1	1.00000000
संवर्धन	तंत्र	प्रामुख्याने	वापरले	1	1.00000000
संवर्धन	तंत्राचे	अनेक	उपयोग	1	1.00000000
संवर्धनाद्वारे	निर्माण	केलेली	त्वचा	1	1.00000000
संवर्धनामुळे	शक्य	झाल्या	आहेत	1	1.00000000
संशोधन	व	गर्भपोषण	या	1	1.00000000
सक्तीची	केली	आहे	सोमवारी	1	1.00000000
सचिव	बाळासाहेब	धंद्रे	यांनी	1	1.00000000
सध्याचे	तरी	चित्र	आहे	1	1.00000000
समजावतो	मनातलं	सारं	काही	1	1.00000000
समितीचे	सचिव	बाळासाहेब	धंद्रे	1	1.00000000
सांगितले	युतीचा	फॉर्मुला	फिक्स	1	1.00000000
सांगितल्यामुळे	तिलाही	आता	बरेच	1	1.00000000
सामान्य	किंवा	कर्करोगाच्या	पेशींवर	1	1.00000000
सारं	काही	सांगितल्यामुळे	तिलाही	1	1.00000000
सार्थ	अभिमान	आहे	,	1	1.00000000
सोनी	टिव्हीवरील	क्राईम	पेट्रोल	1	1.00000000
सोन्याचे	दागिने	,	500	1	1.00000000
सोमवारी	५९८	शिक्षकांची	तपासणी	1	1.00000000
हजार	रुपयांचा	ऐवज	जप्त	1	1.00000000
हजार	रुपये	असा	5	1	1.00000000
हलकं	वाटत	होतं	टॅक्सी	1	1.00000000
हलकं	हलकं	वाटत	होतं	1	1.00000000
हॅास्पीटलला	२५	ते	३०	1	1.00000000
होणारा	परिणाम	पाहणे	,	1	1.00000000
होतं	टॅक्सी	करून	ते	1	1.00000000
होतात	तेव्हा	भावना	ह्या	1	1.00000000
होती	त्यामध्ये	१८	जणांना	1	1.00000000
होती	पब्लिसिटीसाठी	धडपड	छान	1	1.00000000
होतो	वयोवृद्धी	,	पोषण	1	1.00000000
होय	एमपीसी	न्यूज	सोनी	1	1.00000000
ह्या	बोलतात	ती	त्याच्या	1	1.00000000
१८	जणांना	कोरोनाची	बाधा	1	1.00000000
२५	ते	३०	टक्के	1	1.00000000
२९८	शिक्षकांची	तपासणी	झाली	1	1.00000000
३	जानेवारीपर्यंत	विद्यार्थ्यांसाठी	बंद	1	1.00000000
३०	टक्के	ॲाक्सीजनचा	तुटवडा	1	1.00000000
५९८	शिक्षकांची	तपासणी	करण्यात	1	1.00000000
ॲाक्सीजनचा	तुटवडा	तो	तिला	1	1.00000000
